,stats,,,,,,,,STWMBMMBW.10.,,,,,,STWMBMMBW.12.,,,,,,STWMBMMBW.14.,,,,,,STWMBMMBW.16.,,,,,,STWMBMMBW.18.,,,,,,STWMBMMBW.20.,,,,,
pomdp1-4_2_2_2_3_limid,21,18,3,24,18,6,2,4,11,[11],0.3610243797302246,0.6460886001586914,0.019660234451293945,4.336667145581031,11,[11],0.35172295570373535,0.6375677585601807,0.013051986694335938,4.115519147295571,11,[11],0.36310482025146484,0.678213357925415,0.013375282287597656,4.115519147295571,11,[11],0.3456149101257324,0.5342714786529541,0.012953042984008789,4.115519147295571,11,[11],0.35417819023132324,0.8814616203308105,0.013672828674316406,4.115519147295571,11,[11],0.48108935356140137,0.8783004283905029,0.014003992080688477,4.115519147295571
pomdp10-12_7_3_8_4_limid,80,76,4,108,76,32,3,5,40,"[40, 4, 1, 2, 3, 3, 4, 4, 4]",6.4423887729644775,21.12716293334961,0.49552345275878906,29.542525484833277,39,"[39, 4, 1, 2, 3, 3, 4, 4, 4]",6.580934286117554,26.362998485565186,1.011674404144287,28.673032356524804,39,"[39, 4, 1, 2, 3, 3, 4, 4, 4]",6.439529895782471,42.665913105010986,2.9030399322509766,26.596139059500764,39,"[39, 4, 1, 2, 3, 3, 4, 4, 4]",6.405892610549927,49.35939049720764,16.807284593582153,26.80666346874276,41,"[41, 4, 1, 2, 3, 3, 4, 4, 4]",7.991747140884399,147.4633617401123,91.32018518447876,25.327900448643398,40,"[40, 4, 1, 2, 3, 3, 4, 4, 4]",6.63318657875061,427.6598610877991,371.20739817619324,24.172025982124556
pomdp2-2_2_2_2_3_limid,15,12,3,18,12,6,2,3,10,[10],0.17069792747497559,0.24444317817687988,0.00830531120300293,4.507056852128595,10,[10],0.3323216438293457,0.48499536514282227,0.016181468963623047,4.507056852128596,10,[10],0.1724865436553955,0.24417829513549805,0.008730649948120117,4.507056852128595,10,[10],0.1779029369354248,0.2508106231689453,0.008474588394165039,4.507056852128596,10,[10],0.17035841941833496,0.22455883026123047,0.008210182189941406,4.507056852128595,10,[10],0.17950439453125,0.2373490333557129,0.008786201477050781,4.507056852128595
pomdp3-4_4_2_2_3_limid,27,24,3,30,24,6,2,4,16,[16],0.6223220825195312,0.9715383052825928,0.04642510414123535,4.7602049444494865,16,[16],0.6301326751708984,0.8207266330718994,0.03529524803161621,4.024202543248311,16,[16],0.6266219615936279,0.6998805999755859,0.04157114028930664,4.279492159627002,16,[16],0.6229202747344971,0.8950414657592773,0.06086087226867676,3.620544780765322,16,[16],0.6367571353912354,1.1200041770935059,0.07468724250793457,3.620544780765322,16,[16],0.6234261989593506,1.4546668529510498,0.08034276962280273,3.620544780765321
pomdp4-4_4_2_2_5_limid,45,40,5,50,40,10,2,4,27,"[27, 3]",1.7080891132354736,4.1480231285095215,0.09848642349243164,7.68946308680558,27,"[27, 3]",1.6596896648406982,3.185445547103882,0.09771919250488281,7.46621999306462,27,"[27, 3]",1.6476969718933105,3.4866082668304443,0.10817933082580566,6.80173517934372,27,"[27, 3]",1.682342767715454,3.9857516288757324,0.1149284839630127,6.622936298016382,27,"[27, 3]",1.6870291233062744,3.3415095806121826,0.18093538284301758,6.4307202743359175,27,"[27, 3]",1.6614744663238525,5.028470993041992,0.556713342666626,5.744429256294263
pomdp5-6_4_3_5_3_limid,33,30,3,45,30,15,3,5,18,"[18, 2, 3]",0.8626887798309326,1.4950344562530518,0.08689379692077637,11.234072727722786,18,"[18, 2, 3]",0.8568966388702393,1.670861005783081,0.07619976997375488,10.44120371739279,17,"[17, 2, 3]",0.8693864345550537,2.691213369369507,0.09871459007263184,9.95294172549104,18,"[18, 2, 3]",0.8699617385864258,1.9325294494628906,0.14154267311096191,9.690799596396923,17,"[17, 2, 3]",0.8745291233062744,2.964230537414551,0.40445494651794434,9.187092934406158,18,"[18, 2, 3]",0.8708510398864746,3.308842658996582,0.48449206352233887,9.187092934406158
pomdp6-12_6_2_6_3_limid,57,54,3,72,54,18,2,9,29,"[29, 4, 6, 5, 6]",2.804304599761963,16.947423934936523,0.34945106506347656,19.68954472042645,29,"[29, 4, 6, 5, 6]",2.8503506183624268,15.521178007125854,0.37166285514831543,18.23096686372469,28,"[28, 4, 6, 5, 6]",2.813042402267456,16.155842304229736,0.5211701393127441,17.66882930423601,29,"[29, 4, 6, 5, 6]",2.818551540374756,21.017043590545654,1.0829379558563232,17.232965802041527,28,"[28, 4, 6, 5, 6]",2.828359603881836,22.549362421035767,2.7623443603515625,15.079039822726255,29,"[29, 4, 6, 5, 6]",2.810195207595825,25.17721915245056,7.347736120223999,14.07327689611431
pomdp7-20_10_2_10_3_limid,93,90,3,120,90,30,2,9,45,"[45, 6, 8, 8, 6, 7, 8, 3]",5.72960352897644,119.97879695892334,0.520604133605957,37.304617040398085,46,"[46, 6, 8, 8, 6, 7, 8, 3]",9.470946550369263,145.42510318756104,1.3602526187896729,36.736884413419915,46,"[46, 6, 8, 8, 6, 7, 8, 3]",8.335265159606934,113.1612799167633,1.283731460571289,34.737762733816865,46,"[46, 6, 8, 8, 6, 7, 8, 3]",8.053099393844604,86.55744528770447,2.55999493598938,33.531479917024164,46,"[46, 6, 8, 8, 6, 7, 8, 3]",8.16633653640747,84.36888098716736,6.80736780166626,32.801920178167286,46,"[46, 6, 8, 8, 6, 7, 8, 3]",8.3113272190094,98.11107015609741,18.15713381767273,30.447446211815315
pomdp8-14_9_3_12_4_limid,96,92,4,140,92,48,3,6,48,"[48, 4, 3, 5, 4, 5, 5, 5, 5, 8, 10, 11]",9.598695039749146,84.75205707550049,0.7484846115112305,46.89549006300706,48,"[48, 4, 3, 5, 4, 5, 5, 5, 5, 8, 11, 11]",9.861820936203003,114.9744439125061,0.8204817771911621,45.00726808236333,48,"[48, 4, 3, 5, 4, 5, 5, 5, 5, 7, 11, 12]",9.92272424697876,60.527830600738525,1.2241535186767578,43.42239745450578,48,"[48, 4, 3, 5, 4, 5, 5, 5, 5, 7, 10, 11]",9.891873836517334,56.79129505157471,2.39343523979187,41.18665384832609,48,"[48, 4, 3, 5, 4, 5, 5, 5, 5, 7, 11, 11]",10.003419160842896,69.39954900741577,8.35560417175293,40.28368481742553,47,"[47, 4, 3, 5, 4, 5, 5, 5, 5, 8, 11, 11]",9.831047058105469,123.98239970207214,28.436609506607056,39.4851155318244
pomdp9-14_8_3_10_4_limid,92,88,4,128,88,40,3,6,45,"[45, 5, 5, 3, 5, 5, 4, 4]",8.673746347427368,46.29006624221802,0.885758638381958,41.696918297079094,45,"[45, 5, 5, 3, 5, 5, 4, 4]",8.78373408317566,49.27322864532471,1.8508260250091553,39.32313891718264,44,"[44, 5, 5, 3, 5, 5, 4, 4]",8.74345850944519,64.29277801513672,7.170598268508911,38.075296625751136,46,"[46, 5, 5, 3, 5, 5, 4, 4]",6.098835706710815,52.559733152389526,15.32690143585205,36.370966793268806,45,"[45, 5, 5, 3, 5, 5, 4, 4]",8.917199611663818,219.73441696166992,178.00786066055298,35.18168526384148,44,"[44, 5, 5, 3, 5, 5, 4, 4]",8.993693590164185,959.6084995269775,936.5745034217834,32.89518923208612
rand-c20d2o1-01_limid,22,20,2,22,20,2,2,3,6,[6],0.3324911594390869,0.5102701187133789,0.011845827102661133,170.63200240780503,7,[7],0.3442423343658447,0.5813124179840088,0.01217794418334961,170.632002407805,6,[6],0.33408570289611816,0.4880654811859131,0.011917352676391602,170.632002407805,6,[6],0.346081018447876,0.8191385269165039,0.014869213104248047,170.632002407805,6,[6],0.346571683883667,1.196155309677124,0.013531923294067383,170.632002407805,6,[6],0.34285998344421387,0.6877250671386719,0.012249946594238281,170.632002407805
rand-c30d3o1-01_limid,33,30,3,33,30,3,2,3,11,[11],0.7292447090148926,1.682215690612793,0.024218082427978516,272.7691225230879,10,[10],0.7255034446716309,1.8635542392730713,0.019768953323364258,272.711363744372,10,[10],0.7314465045928955,1.444789171218872,0.02047109603881836,272.711363744372,11,[11],0.739844560623169,1.5303518772125244,0.02084827423095703,272.711363744372,10,[10],0.5454776287078857,1.633164882659912,0.012231588363647461,272.711363744372,11,[11],0.7166538238525391,2.174457550048828,0.022950410842895508,272.711363744372
rand-c30d6o1-01_limid,36,30,6,36,30,6,2,3,13,"[13, 7]",1.109870433807373,2.2111947536468506,0.04932832717895508,537.8720716410006,13,"[13, 7]",1.115147352218628,2.2020556926727295,0.04810595512390137,537.9299036547167,13,"[13, 7]",1.5402953624725342,2.728147506713867,0.04099607467651367,537.7486833240241,13,"[13, 7]",1.1544945240020752,2.7033042907714844,0.0404818058013916,537.7486833240239,13,"[13, 8]",1.1287038326263428,2.4625186920166016,0.04080772399902344,537.748683324024,13,"[13, 8]",1.1377949714660645,2.5490329265594482,0.04131960868835449,537.748683324024
rand-c30d9o1-01_limid,39,30,9,39,30,9,2,3,16,"[16, 7]",2.983851432800293,2.2129831314086914,0.06521272659301758,735.7440949216799,16,"[16, 6]",3.0076682567596436,2.558910608291626,0.061064720153808594,735.2699211035391,16,"[16, 6]",2.9551970958709717,2.438793659210205,0.06474852561950684,740.4644616630123,16,"[16, 6]",3.081674814224243,3.2988951206207275,0.09125661849975586,733.0109907628047,16,"[16, 6]",3.0912392139434814,2.951101064682007,0.09821224212646484,733.0109907628048,16,"[16, 7]",3.0543746948242188,2.614832639694214,0.07964038848876953,733.0109907628048
rand-c50d10o1-01_limid,60,50,10,60,50,10,2,3,23,"[23, 1]",9.096632719039917,5.515664577484131,0.13048076629638672,863.3843850423357,23,"[23, 1]",8.978079557418823,8.902668237686157,0.14698076248168945,866.0128282810824,23,"[23, 1]",8.936045408248901,4.785117149353027,0.15096330642700195,863.5612585064217,23,"[23, 1]",8.85722827911377,6.530503034591675,0.1762709617614746,863.0792439136374,23,"[23, 1]",8.823365926742554,9.958699941635132,0.6705350875854492,863.0272645849358,23,"[23, 1]",8.76367735862732,7.871270656585693,0.7935283184051514,863.1092396196658
rand-c50d15o1-03_limid,65,50,15,65,50,15,2,3,27,"[27, 2]",13.478149175643921,5.375938653945923,0.11638426780700684,1243.5336434502253,27,"[27, 2]",13.273755550384521,4.9534502029418945,0.11079216003417969,1243.5391630493323,27,"[27, 2]",13.380602598190308,6.03438138961792,0.13454365730285645,1243.854746713071,27,"[27, 2]",13.005106210708618,6.861718654632568,0.20964813232421875,1243.0394957614626,27,"[27, 2]",13.373602151870728,6.544671535491943,0.4113893508911133,1241.2174340695049,27,"[27, 2]",13.432795286178589,8.234931945800781,0.5015361309051514,1241.1550649826775
rand-c50d5o1-01_limid,55,50,5,55,50,5,2,3,17,[17],4.771748065948486,8.93657922744751,0.0851585865020752,429.090824630573,18,[18],4.7658514976501465,4.2795045375823975,0.07681465148925781,428.68488183351974,17,[17],4.607722759246826,7.902577638626099,0.08704853057861328,428.52559312735525,18,[18],4.6445698738098145,5.2225892543792725,0.08576416969299316,428.5157356513951,18,[18],4.766510248184204,7.789555072784424,0.2301032543182373,428.37487792782537,17,[17],4.57506799697876,7.831668853759766,0.262845516204834,428.3748779278253
rand-c70d14o1-01_limid,84,70,14,84,70,14,2,3,32,"[32, 15]",18.275814056396484,17.88811492919922,0.23578929901123047,1194.3437602432175,30,"[30, 15]",18.122663497924805,21.667389154434204,0.24007534980773926,1198.6281575527087,31,"[31, 15]",18.669820308685303,21.911571741104126,0.3096740245819092,1193.6955455114128,31,"[31, 15]",18.638417720794678,18.04552412033081,0.34106945991516113,1198.702456203069,31,"[31, 15]",12.995377779006958,17.39348292350769,0.5162792205810547,1198.3582751478475,31,"[31, 15]",18.76952362060547,20.48999047279358,2.8753068447113037,1193.463231487682
rand-c70d21o1-01_limid,91,70,21,91,70,21,2,3,41,"[41, 4]",77.43018436431885,14.774822473526001,0.19161558151245117,1735.3001327063503,41,"[41, 4]",77.70176577568054,13.507479429244995,0.20820999145507812,1743.034705008266,41,"[41, 4]",78.62626123428345,19.044034719467163,0.2462787628173828,1735.3298583596904,41,"[41, 4]",79.23694801330566,14.965192317962646,0.34610795974731445,1732.563265634196,41,"[41, 4]",79.30522155761719,14.714598178863525,0.692110538482666,1732.4024538739739,41,"[41, 4]",90.5978856086731,18.02451515197754,2.356428861618042,1731.7046667692364
rand-c70d7o1-01_limid,77,70,7,77,70,7,2,3,22,[22],9.064598083496094,12.334550619125366,0.14258217811584473,657.2233685900704,22,[22],9.336431503295898,11.122464895248413,0.125502347946167,656.7619346556429,21,[21],9.131108283996582,13.866421937942505,0.15001916885375977,657.087261780482,22,[22],9.032402992248535,14.993165493011475,0.26406335830688477,656.375596390709,23,[23],8.887179374694824,16.368805170059204,0.7740910053253174,656.5946753851041,22,[22],8.990132808685303,21.10460901260376,2.3423595428466797,655.9779820240874
